id,question
854,How many hip replacement surgeries has Dr. José A. Rodriguez performed?
854,Where is Dr. José A. Rodriguez's practice located in New York?
854,Can I find a way to contact Dr. José A. Rodriguez for consultations?
854,Are there any patient-reported outcomes or complications associated with Dr. José A. Rodriguez's surgeries?
855,What type of hip replacement prosthesis does Dr. Frank Rodriguez use?
855,Does Dr. Frank Rodriguez have a record of patient-reported complications?
855,Where is Dr. Frank Rodriguez's practice located?
855,What is Dr. Frank Rodriguez's average size for hip replacements?
855,Can you provide Dr. Frank Rodriguez's contact number for scheduling an appointment?
856,"What is Dr. John S. Rogerson's surgical experience with hip replacement procedures in Madison, USA?"
856,Can you provide more details about the type of hip prosthesis Dr. Rogerson uses during surgery?
856,What kind of anesthesia does Dr. Rogerson typically recommend for hip surgeries?
856,Are there any patient-reported outcomes or feedback regarding Dr. Rogerson's hip surgeries?
856,How can I contact Dr. Rogerson's office at Meriter Hospital for an appointment?
857,What is Dr. Ronald R. Romanelli's preferred type of hip replacement prosthesis?
857,Does Dr. Romanelli report any positive patient outcomes from his surgeries?
857,"Where can I find Dr. Romanelli's practice in Springfield, USA?"
857,What is the contact number for the Orthopaedic Center of Illinois where Dr. Romanelli works?
857,Is there any information available about Dr. Romanelli's operational techniques?
858,What type of hip replacement prosthesis does Dr. Orestes Rosabal use?
858,Are there any reported complications associated with Dr. Rosabal's procedures?
858,What city is Dr. Orestes Rosabal located in for consultations?
858,Can you provide the address of Dr. Rosabal's clinic in Hialeah?
858,Is there any information on the outcomes of Dr. Rosabal's surgeries reported by patients?
859,What type of hip replacement prosthesis does Dr. Jeffrey P. Rosen use?
859,Where is Dr. Jeffrey P. Rosen's practice located?
859,What are the reported outcomes of patients treated by Dr. Jeffrey P. Rosen?
859,How can I contact Dr. Jeffrey P. Rosen's office?
859,Is there any information available on the operational technique used by Dr. Jeffrey P. Rosen?
860,What specific joint procedure does Dr. Marc J. Rosen specialize in regarding hip surgery?
860,Can you provide details about the type of Hip Resurfacing (HR) prosthesis that Dr. Rosen utilizes in his operations?
860,Is there any information available on the number of hip surgeries performed by Dr. Rosen?
860,"What is the address of Dr. Marc J. Rosen's practice, and how can I contact his office?"
860,Are there reported complications from patients who have undergone surgery with Dr. Rosen?
861,What is Dr. David Ross's experience with BHR prosthesis for hip replacements?
861,Can you provide information about the location of Dr. Ross's practice in High Point?
861,What methods does Dr. Ross use to assess X-rays for patients?
861,Are there any reports of complications from previous patients treated by Dr. Ross?
861,How can I contact Dr. David Ross at Regional Physicians Orthopedics?
862,What type of hip prosthesis does Dr. Robert Roye use in his procedures?
862,Can you tell me the location of Dr. Robert Roye's practice?
862,What are the reported outcomes from patients who have operated with Dr. Roye?
862,How can I contact Dr. Roye's office for an appointment?
862,Is there any information available on the surgical techniques used by Dr. Robert Roye?
863,What type of hip prosthesis does Dr. Eric Rubin typically use for surgeries?
863,Can you tell me where Dr. Rubin's practice is located in Middlebury?
863,What is the contact number for scheduling an appointment with Dr. Rubin?
863,What is the name of the medical facility where Dr. Rubin works?
863,What are the reported outcomes from Dr. Rubin's hip surgeries?
864,What type of hip replacement prosthesis does Dr. David A. Rubins typically use?
864,Can you provide information about Dr. Rubins' operational technique for hip surgeries?
864,Is there documentation available regarding the average outcomes of Dr. Rubins' surgeries?
864,"What is the address of Dr. Rubins' practice in St. Petersburg, FL?"
864,Does Dr. Rubins report any patient complications after his surgeries?
865,"What types of hip replacement prostheses do you use, specifically Dr. Scott A. Rubinstein?"
865,Can you tell me about the patient-reported outcomes after surgery with Dr. Rubinstein?
865,What anesthesia options are available for my procedure with Dr. Rubinstein?
865,Where is Dr. Scott A. Rubinstein's practice located in Chicago?
865,Does Dr. Rubinstein perform two-sided hip operations in one session?
866,What is Dr. Mark D. Russell's primary location for orthopedic surgeries in Lansing?
866,What type of hip replacement prosthesis does Dr. Russell use?
866,Can you provide information about patient-reported outcomes from Dr. Russell's surgeries?
866,How can I contact Dr. Russell's office for an appointment?
866,Is there a website where I can find more information about Dr. Russell's services?
867,What type of hip replacement prosthesis does Dr. Scott Russinoff use for his surgeries?
867,Can you tell me about the average outcomes reported by patients after procedures with Dr. Russinoff?
867,What is the address of Dr. Scott Russinoff's practice in Hawthorne?
867,What is the contact phone number for scheduling an appointment with Dr. Russinoff?
867,Does Dr. Russinoff have a professional website where I can find more information about his services?
868,What type of hip replacement prosthesis does Dr. Michael G. Ryan use for his surgeries?
868,Can you provide the address and contact information for Dr. Michael G. Ryan's practice in San Diego?
868,What are the patient-reported outcomes for surgeries performed by Dr. Michael G. Ryan?
868,Does Dr. Michael G. Ryan perform two-sided hip operations?
868,What hospital affiliation does Dr. Michael G. Ryan have in San Diego?
869,What type of hip prosthesis does Dr. Paul D. Saadi use for hip replacements?
869,Can you provide the address of Dr. Paul D. Saadi's clinic in Dallas?
869,Are there any patient-reported complications related to Dr. Saadi's surgeries?
869,What is the contact phone number for Dr. Saadi at Dallas Bone & Joint Clinic?
869,Does Dr. Saadi have a website where I can find more information about his practice?
870,What type of hip replacement prosthesis does Dr. Rajit Saluja use?
870,Can you tell me more about the patient-reported outcomes for surgeries performed by Dr. Rajit Saluja?
870,What is the address of Dr. Rajit Saluja's clinic in Milwaukee?
870,Is there any information available about the complications reported by patients of Dr. Rajit Saluja?
870,What is Dr. Rajit Saluja's operational technique for hip surgeries?
871,What type of hip replacement prosthesis does Dr. Don P. Sanders use?
871,Are there any reported patient complications associated with Dr. Sanders' surgeries?
871,Where is Dr. Sanders' practice located?
871,Can I contact Dr. Sanders' office by phone?
871,Does Dr. Sanders provide a complete operation report after the procedure?
872,What type of hip replacement prosthesis does Dr. Howard F. Saslow specialize in?
872,Where is Dr. Howard F. Saslow's practice located?
872,Can you provide details on the patient-reported outcomes for Dr. Saslow's surgeries?
872,What is the contact number for scheduling an appointment with Dr. Saslow?
872,Is there any information available regarding the anesthetic methods used by Dr. Saslow?
873,What is the specific type of hip replacement prosthesis that Dr. Robert S. Schaefer uses in his surgeries?
873,Can you provide the address and contact information for Dr. Schaefer's clinic in Portage?
873,Has Dr. Schaefer reported any positive outcomes from his patients after hip replacement surgery?
873,Is there any information available about the anesthesia or operational techniques that Dr. Schaefer uses?
873,Does Dr. Schaefer accept foreign patients for hip replacement surgeries?
874,What is the type of hip prosthesis that Dr. Jeffrey S. Schiffman uses for hip replacements?
874,Can you provide the address for Dr. Schiffman's practice in Escondido?
874,What is the contact phone number for scheduling an appointment with Dr. Schiffman?
874,Are there any reported complications from patients who have undergone surgery with Dr. Schiffman?
874,Does Dr. Schiffman have any operational techniques detailed in his practice records?
875,What type of hip replacement prosthesis does Dr. Mark F. Schinsky use?
875,Can you provide the address of Dr. Mark F. Schinsky's practice?
875,What city is Dr. Mark F. Schinsky located in?
875,What are the patient-reported outcomes for Dr. Mark F. Schinsky?
875,How can I contact Dr. Mark F. Schinsky by phone?
876,What types of hip replacement prostheses does Dr. Schmalzried use?
